State,Name,Website,Description
OH,"Youngstown State University 
Revitalization of a Rustbelt Community",none listed,"Focus: Four-year colleges and universities establishing entrepreneurship centers

Abstract: The purpose of this program is to aid those colleges that are exploring the option of introducing a entrepreneurship center within a region that has faced economic hardship. While all university entrepreneurship centers serve as a heart of curriculum development efforts, and most serve as a resource to the local business community, it is the aim of our center to aid the revitalization of the regional economy.

Youngstown State University (YSU), a state university of approximately 12,500 students, is located in the Mahoning Valley in northeastern Ohio. Until the 1970s, the economy of the region was heavily dependent upon the steel industry. Then, in October 1977, the area's largest steel producer shut down. It has taken nearly 20 years for the economy to recover from this impact. The valley has rebuilt its economy through diversification in both the service and manufacturing sectors.

The valley is home to major international corporations such as GM-Lordstown, Delphi Packard Electric Systems, and Commercial Intertech, but the majority of the area's employment is in small and medium-sized companies in industries such as steel, metal fabrication, and aluminum extrusion. In the tri-county area that comprises the Mahoning Valley, there are over 16,000 businesses with fewer than 200 employees, and 15,446 businesses with less than $25 million in sales. A major goal of our center is aid this continuing revitalization."
OK,Cache High School,www.cacheschools.com,"Abstract: The Doghouse,a School-Based Enterprise, is managed by Entrepreneurship Class and operated by Marketing classes where each student gets work-based learning and includes CHTV Dog 1 News where we advertise our store, with student produced commercials, on the weekly newscast prepared by Sports & Entertainment Marketing class.

The school includes rural students in southwest Oklahoma from all ethnic backgrounds, a large population of Native Americans and many military families as we are close to Ft. Sill Army Base. These culturally diverse students are also economically diverse with 30% on free and reduced lunches while others have physicians and professionals for parents. In my Entrepreneurship class, the strongest young man is the son of a Ford dealership owner/entrepreneur who said he enrolled in my class because his career goal is to be an entrepreneur.

I started my marketing department on a part-time basis because the school didn't feel it could afford to pay a full-time teacher; the rest of the day I taught special education. We baked cookies and sold them on a mobile cart to fund the DECA activities for the students in marketing. When I was allowed to have a full-time marketing program, my Entrepreneurship Class wrote a proposal to the principal to make the bathroom across the hall from my room into a small school store where we could sell our cookies and some snacks. It was approved and we decorated it as a 50s diner with black and white tiles on the floor, red walls with neon lights.

This year as my program has grown to over 100 students, we needed to expand the store again and were discussing different plans to present to the principal. We have been given the old gym concession, and it is very big. Especially compared to a two-stall bathroom. We have purchased furniture that looks like a 50s diner, painted the walls and added shiny aluminum to make it very special. We have also expanded our hours. The 9th grade will be moving into their new building at Christmas and so have their own lunch period. This is when the Entrepreneurship managers train the 9th grade marketing students in real-work experience and operate the store. We also operate the store during 10-12 lunch with those marketing students gaining real work experience. We have been working out the operational differences in the new location and plan on having a ""Grand Opening"" with free drinks, prizes, and special activities October 6-10. This has required fliers, posters, TV commercials, etc.

Many of my marketing students have gone on to college majoring in some aspect of things learned in my class: business, banking (we had a small savings bank in our original store), TV broadcasting after Dog 1 News, communications after making commercials and finding out they were good at it. I received a $40,000 grant to set up a professional TV studio in the high school for our weekly Dog 1 Newscasts. I have partnered with Cameron University at Lawton through Dr. Jenkins, TV Broadcasting teacher to help me purchase the correct equipment, set it up correctly, and then to train the students to operate the control booth, cameras, and be the anchors.

The most important results are the students themselves who choose to take not just one of the marketing classes I teach, but most of them take all of them: Marketing/TV Broadcasting essentials, Elements of Entertainment (where we make movies and will end with a documentary), Entrepreneurship (in charge of The Doghouse), Fashion Marketing (the 4th annual with theme ""Hollywood Walk of Fame""), and Sports and Entertainment Marketing producing the weekly CHTV Dog 1 News. I got a grant to put TVs in the classrooms which are connected to the TV in my room where we show the news via DVD player to the high school classes. I also have convinced the local cable network to give us a cable channel out of my room Bulldog Channel 70, where my students market the events of the entire school district with a 24/7 power point and evening sports game replays."
OK,Oklahoma State University,none listed,"Focus: College or Technical/Community College

Abstract: The primary audience for this curriculum is students in their late teens and early 20s or in college or technical/community college. The curriculum focuses on the non-business student who either does not have time, cannot get into already full classes, or simply wants to explore what is involved in starting a business. The curriculum could be used in senior high schools or in adult education. Although developed for a one-hour credit course, it can easily be used in a non-credit manner also.

Today's college student, like the rest of society, has a desire to participate in the American dream of being his or her own boss. Entrepreneurship programs in business schools are seeing rapid and continued growth as students prepare for business ownership (Vesper & Gartner, 1997).

Yet the desire to own a business is not limited to only students in business schools. Stanforth and Muske (1999) found 83% of students in family and consumer sciences programs anticipated owning a business. These students have the skills and abilities that can be developed into a thriving business. Yet they also indicated a need for entrepreneurship training in order to increase their chances of success.

The purpose of the material is to help and encourage educators to introduce entrepreneurship concepts to students through a two-part series. Education has been linked to successful business development (Danco, 1994). This series of courses will provide a formal start in how to develop one's own business. Most small business owners start a business for reasons such as: independence/control; increased income opportunities; additional family or personal time; quality of life; or disillusionment with corporate America (Brabec, 1994; Buck, 1997). Students in non-business degrees are also motivated by such desires (Stanforth & Muske, 1999). Education can increase the likelihood of success. Yet often the non-business students often cannot get into entrepreneurship classes, even with their rapid expansion, because of space limitations and already full class schedules. It is important that students be given the chance to explore themselves as a business owner as part of their career development efforts.

With the significant expressed need for entrepreneurship education among non-business students, a Coleman grant proposal was funded to develop the two 1-credit course series, ""An Exploration of Entrepreneurship."" The first course, ""Turning Your Passion Into a Career,"" explores the process of understanding the market, getting the business idea, honing that idea into a workable business, targeting a market, and then promoting the business.

The second course, ""Making a Living from Your Passion,"" deals with the management and financial aspects of operating a business. It includes developing a business plan, business financing, pricing and record keeping.

The series is intended as an introduction to entrepreneurship. The two courses will introduce the student to crucial business concepts in a successful business. The courses have been geared towards the non-business student who may have not had accounting, marketing or management courses. Each course is a complete unit and includes lecture notes, PowerPoint slides, student workbooks, and activities."
OK,Ponca City High School,none listed,"Focus: Entrepreneurship Program that serves students from grades 9 through 12. It includes the opportunity for high school students to apply entrepreneurial concepts to the operation of a school based enterprise that does not take the entire school year and works with fifth grade students too..

Abstract: Most students live in Ponca City which has a population of approximately 26,000, but over one third of the student body is bussed in from rural areas. Approximately 3% of our student body comes from smaller towns around Ponca City. These students choose Ponca City High School over their local high school due to the variety of course offerings.

Ponca City is the largest school in Kay County, Oklahoma with a school enrollment of 1600. Of these 1600, 225 students enroll in one of my classes each school year. This program services a diverse population of high school students. Those who enroll range from low to high income. It services 9th, 10th, 11th, and 12th graders. Academic levels are as diverse as the income, race, and sex.

This program is designed to start students thinking about the possibility of being an entrepreneur. Starting a student's freshman year, they can take entrepreneurship awareness and progress into higher level courses such as business management and entrepreneurship. While in this program, students not only learn about entrepreneurship but help to teach other students through hands-on activities that the students develop and coordinate. These activities include the coordination of a county-wide entrepreneurial fair, presentations at local elementary schools as well as actually operating a holiday store at a local elementary school. Through these hands-on practices students reinforce what they learn in the classroom.

The uniqueness of this program is that it is the only entrepreneurial program in Kay County, Oklahoma that services high school students. Students who are deemed at risk have entered the program and because of the hands-on practices of the program become interested in school and their future. Those not at risk, gain valuable practical skills for their future. By incorporating a variety of hands-on activities, her students have excelled in the classroom and DECA competition at both the state and national level which deal with entrepreneurship. Many of her students have chosen to go into business for themselves

Unique features of this program include a yearly entrepreneurial fair that is attended by juniors and seniors at Ponca City High School and seniors from across Kay county. At this fair, students are able to talk with local entrepreneurs and see that anyone can be an entrepreneur.

In addition, senior level students work with a local elementary school to teach entrepreneurial concepts through the incorporation of a holiday store. At this store, fifth graders are given one share of stock in the holiday store. As stock holders, they have a vested interest in the store. In addition to being stock holders, they serve as employees of the store so that they can experience working with the public. The high school entrepreneurial students serve as the board of directors and spend months determining promotion, merchandising, training needed, etc. in order to make this joint entrepreneurial adventure a success. Once the holiday season is over, an income statement is constructed. When the profit is determine, each elementary student is presented with a certificate showing the value of the stock they owned in the company. This stock is then used by the fifth graders to purchase something for their school to leave as legacy as they enter middle school."
OR,"Lane Community College
Lane Microbusiness - The Comprehensive Program",none listed,"Focus: Community college, local market, and community development credit union in not-for-profit community collaboration.

Abstract: Lane's MicroBusiness program blends the strength of a community development credit union (OUR Credit Union), a mature year-around crafter's, food, and music market (Saturday Market), and the learn-and-earn capacity of the Lane Community College Business Development Center. In our first year, we have 60 participating businesses from urban and rural Lane County; funding from the City of Eugene, Oregon Economic Development, the Wells Fargo Foundation, Lane Community College, and Saturday Market; a VISTA volunteer; and enthusiastic support from Vocational Rehabilitation Services.

The program welcomes existing businesses and helps them become credit-ready and market-ready for significant growth. The program involves a case management system, peer group meetings, individual business counseling and follow-up, access to a variety of business workshops, and access to capital.

Coordinator Elaine Phillips provides most of the recruitment, case management, and training coordination. A VISTA volunteer from the credit union provides focused connectivity with the loan program. And Saturday Market provides a market window to Lane County and other gift and trade shows for our participants. Other instructors and counselors from the Business Development Center support the program participants as needed.

The goals for participants the program are to increase sales by 50 percent in 12 months and to prepare or revise a business plan for better business focus or credit.

Help Needed from the Entrepreneurship Forum Group

We've done well in meeting many of our goals. A primary goal of revising the current Business Development Center curriculum for anytime/anywhere delivery has eluded us. We are looking for collaborators on modularizing existing curriculum into bite-size pieces that can go to Web, to self-study, to digital video with equal ease."
OR,"University of Oregon, 
The Lundquist Center for Entrepreneurship",none listed,"Focus: University-based services

Abstract: The LCE offers a wide variety of activities, programs, speakers, entrepreneurs on campus, competitions, and clubs that are designed to assist our ""entrepreneurially-spirited"" students develop their strategic game. We harness the wisdom, experience and perspective of the business community and alumni through face-to-face engagement opportunities. We place our students in ""real world"" environments such as internships, E-Venture road trips, internal and external business plan competitions, ""shadowing"" entrepreneurs; all designed to place our students in the ""heat of the game action."" Sounds like fun, doesn't it?

The Lundquist College of Business continues to be recognized as one of the top centers for entrepreneurship by SUCCESS magazine. Since 1995 we have been named one of the top 40 schools for innovative entrepreneurship. This ranking has been maintained in an environment of exploding growth of entrepreneurship education. In a tribute to the LCE's mission, SUCCESS identifies our New Venture Championship as one of the top three external business plan competitions in the nation.

The New Venture Championship is a national/international business plan competition created and sponsored by the University of Oregon's Lundquist Center for Entrepreneurship. The Lundquist Center held its first New Venture Championship in 1991, when only a handful of educational institutions were embracing entrepreneurship as a legitimate area of study. In fact, prior to 1991 there were few university-based entrepreneurship centers, and even fewer national business plan competitions. As a pioneer in this area of entrepreneurship education, the Lundquist Center continues its tradition of leadership and innovation with a bigger and better New Venture Championship in the future."
PA,"Altoona Center for Advanced Technologies
The V.com Project: A Virtual Commerce Community",none listed,"Focus: Business planning for online products

Geographic Area: Anytime, anyplace virtual office environment

Products and Services: Futuristic Web site and online business planner

Age Level: Students in grades 5–8.

Key Partners: PA Department of Education, U.S. Department of Education, U.S. Department of Commerce, and Bell Atlantic Corporation.

Abstract: The V.com Project, ASTRA's Enterprise-oriented Episode. The V.com Project (A Virtual Commerce Community) is an interactive business planning simulation designed to provide students with multiple opportunities to explore entrepreneurship in the context of electronic commerce. The project is part of Altoona Area School District's Advanced Science and Technology Research Academy (ASTRA). This Web-based enrichment program is an interactive simulation designed to teach students in grades 5–8 how to create a business plan and electronically market a product or service for consumers. The setting is 2075!

The learning environment features the ASTRA Sea of Tranquility Science Center, a Moon-based biosphere community and space observatory site. From a virtual location such as the Earth, students research clothing, medicine, robotics, and food markets, review on-site employee resumes, and check production space and equipment costs in order to develop a competitive and innovative online business plan and Web site to address the needs of the colonists.

The V.com Project will involve students in a number of simulated research, writing, financial, and business planning experiences designed to develop critical thinking skills, teach problem solving and group brainstorming through team work, and to master cutting-edge technologies in the area of computer usage. Additional objectives are to create an opportunity for the presentation of student projects and findings; to positively affect student attitudes regarding community economic development; and to train teachers to effectively use and integrate technologies into their classrooms."
PA,BERNELLI FOUNDATION,www.bernelli.org,"Abstract: : The Bernelli doctorate in entrepreneurial leadership is designed to model key components of entrepreneurial thinking. As teachers learn to integrate their expertise with the basics of entrepreneurship, students are offered an education which not only prepares them for the future, but allows them to also become innovators of the future.

Entrepreneurial cognitive research offers interesting possibilities for educators acting as change agents for the future of young children within the educational system. Educators are social entrepreneurs who are experts in learning and cognition, but most lack the skills in how to become change agents within a bureaucratic educational system. Current research in the area of entrepreneurial cognition combines the expertise of both fields and offer exciting options for educators.

As school choice legislation and charter programs grow in popularity as true options for those who desire change in the educational system, entrepreneurial leadership in such innovative programs becomes critical to the success of such systemic change. Programs in entrepreneurial leadership offer educators an opportunity to learn to think entrepreneurially and grow in understanding the basic components of entrepreneurial cognition. Entrepreneurial cognition is shaped by an individual's network of social relationships and is linked to an individual's overall success as an adult leader. The Bernelli doctorate in entrepreneurial leadership is design to model key components of entrepreneurial thinking. As teachers learn to integrate their expertise with the basics of entrepreneurship, students gain a real opportunity for an education which not only prepares them for the future, but allows them to also become innovators of the future.

""Making Enterprising Ideas Come to Life"" - The Bernelli Foundation is a non-profit organization headquartered in Pennsylvania which operates Bernelli University as part of its charter begun in 2002 to provide educational resources to foster entrepreneurial thinking in individuals and organizations worldwide."
PA,Central Westmoreland Career Technology Center,none listed,"Focus: Preparation for careers in telecommunications, cable, and power systems.

Geographic Area: Westmoreland County

Age Level: High school grades 9 - 12.

Key Partners: Training and equipment from Verizon Communications, Cisco, Inc., Progressive Electronics, Inc., Krone, Inc., Anixter, Inc., Graybar Electric, Inc., Allegheny Power, Inc, and many local contractors.

Abstract: Although primarily a vocational training course that focuses on technology, the program also conveys entrepreneurial knowledge to students from instructor experiences and classroom resources. It has impressive support from the above technology companies to provide a four-year competency-based course for students from ten school districts in southwestern Pennsylvania."
PA,"East Stroudsburgh High School - North
Winner of ARC Springboard Award - 2003",none listed,"Focus: An honors course with a technology component that supports travel and tourism

Geographic Area: Pocono Mountains Resort Area, PA

Age Level: High School students

Key Partners: Junior Achievement International, Pocono Mountains Vacation Bureau, Pocmont Resort and Conference Center, Resorts USA, Bushkill Falls, OddLot Outlet.

Abstract: TTBIZ is an interactive, internet-based educational program designed to introduce and educate high school students about the world's fastest growing industry - travel and tourism. The curriculum was created by Junior Achievement International with sponsorship of the American Express Foundation. The program teaches students that travel and tourism is a critical part of our economy. It also illustrates the wide range of career paths for young people.

In 2001 East Stroudsburgh High School offered the TTBIZ program as an honors course with a technology component in a 15 week period. Students had the opportunity to interface with marketing professionals and business owers to absorb the critical measures of success in the business world. The final group project was to develop a tourist-related business plan. The program is being replicated in other schools in the area."
PA,Fort LeBoeuf High School,www.fortleboeuf.net,"Geographic Area: Pennsylvania

Age Level: Grades 11 and 12 are permitted to enroll in the course. Students from various backgrounds and of a variety of cognitive abilities are enrolled in the course. The course is a pre-requisite for those senior students enrolled in the Retail Management class.

Abstract: As a result of this course the student will understand entrepreneurship and define what it takes to be a successful entrepreneur. The student will develop and write a business plan for a fictitious or actual business he/she would like to start. The student will understand the essential parts of a business plan including the organization of the business, the marketing plan and the financial plan.

The course outcomes and student outcomes are as follows:

The student will understand entrepreneurship.
The student will define entrepreneur.
The student will recognize the characteristics of successful entrepreneurs.
The student will understand the commitment that entrepreneurs make.
The student will learn to set personal goals.
The students will meet local entrepreneurs and discuss challenges that face entrepreneurs.
The students will write a business plan.
The student will describe the business for which he/she will write a business plan.
The student will study the market to ensure there is a need for his/her product or service.
The student will design an operational plan.
The student will determine the location of the business.
The student will determine the management and personnel make-up of the business.
The student will develop a marketing plan.
The student will define the market segments of his/her business.
The student will define all products and services his/her business will provide.
The student will design an advertising plan including print material and media.
The student will develop a budget for marketing and advertising.
The student will understand the necessary financial planning of a small business.
The student will compute initial capital investments.
The student will analyze sources of capital available.
The student will project operating budgets.
The student will maintain financial records.
The student will present the information for the business plan in a PowerPoint presentation."
PA,GOT CRAYONS?,www.gotcrayons.org,"Abstract: This program is a voluntary approach to reach out to the community and have an unparalleled impact upon its youth. We provide students access to tools, information, and other resources necessary to unleash their fullest potential. We create an environment in which these students can unlock their minds, explore vast new resources, and soar with endless possibilities. We are a new organization in Chester County dedicated to helping the children of our community reach their fullest potential and believe in the beauty of their dreams.

Researchers increasingly conceptualize poor educational performance as the outcome of a process of disengagement that may begin as early as a child's entry into school (Finn, 1989; Kelly, 1989; Merchant, 1987; Rumberger, 1987; Natriello, 1984). According to this model, students who do not identify with, and participate and succeed in, school activities become increasingly at risk of academic failure and dropout. In order to improve student achievement and persistence, the model suggests that the school climate must foster ""investment"" behavior—schools must encourage student involvement in academic and extracurricular activities by stimulating their interest, increasing their personal resources (e.g., remediating skill deficiencies), and rewarding their efforts.

At C.H.A.N.C.E. we are developing a continuum of after-school programs that cover elementary, middle, and high school levels. At the elementary school level we are building general after-school programs. Homework help, academic tutoring, and enrichment programs including drama, art, music, dance, and much more, will be the basis of the program. The middle school program will be a content-based, exploratory technology program. We will offer the kids a chance to learn about several different aspects of technology. We have developed an entrepreneurship curriculum for grades three through five and have begun teaching it to at-risk youths.

The kids will learn about the areas of Web development, graphic design, networking, scripting, multimedia, etc., by actually working together to develop content ""by kids, for kids, about kids."" This hands-on approach will allow them to explore their creative and technical talents and interests. At the high school level, we move away from an exploratory model and move into a skill-building model. The purpose here is to provide kids the opportunity to develop a significant skill set that will make them marketable by the end of their time with us. We will teach kids about advanced Web development, multimedia, networking, programming, graphic design, etc. This will also be a hands-on, content-based program. Kids will learn by producing publishable content, be it a Web site, printed material, or full-scale television production that is ""by kids, for kids, about kids.""

Our first step is to develop a program at Caln Elementary School in the Coatesville Area School District. This program will be volunteer based, pulling on student volunteers from local universities and high schools, as well as community volunteers. We will work with the kids, using student and community volunteers, twice a week after school in a general after-school program. The program will consist of homework workshops, academic tutoring, and enrichment activities.

Service projects will also be an integral part of the program. The kids will help serve the community by doing several different mini projects (ie, making cards for the elderly, cleaning up parts of the school, making food/gift baskets for the needy, etc.). The program will be supervised by a school staff member but coordinated primarily by student and community volunteer leaders. "
PA,Kennard-Dale High School,http://www.sesdweb.net,"Focus: Entrepreneurship (Full year, one credit high school course)

Abstract: Entrepreneurship is open to sophomores, juniors and seniors who are interested in learning about owning and operating their own business. Any student planning on a career in business after high school is strongly encouraged to take this class. Entrepreneurship currently has fifteen students. Some of the students are college preparatory while some are expecting to directly enter the workforce.

Entrepreneurship covers: Developing a business plan, identifying and meeting a market need, marketing a business, types of ownership, distribution, promotion, and selling, operations management, planning and tracking finances, and risk management. Students will also complete a business plan throughout the course. Other plans for the class include participating in National Entrepreneurship week activities in February, business speakers, and traveling to local businesses. Students in the Entrepreneurship class are encouraged to compete in the Entrepreneurship competitive event in FBLA.

This is the first year that Kennard-Dale High School has offered Entrepreneurship. Our class is small and eager to learn. It took a lot of hard work to get the class approved and running. Currently there is only one Entrepreneurship class and it has fifteen students in it. I want those fifteen students to recommend the class to their friends."
PA,"New Covenant Campus, The Business Center",www.TheBizCtr.com,"Focus: Community-based Entrepreneurship Education

Abstract: We provide access to on-going business development resources, office space, consulting, workshops and technical resources through a combination of in-house expertise and a network of community organizations.

Courses provided by the Center include:

Pre-Assessment of Business Needs
Before You Start - This workshop will focus on change and transition, overcoming barriers to self-employment, and assessing goals for life and business. Participants will be able to determine if entrepreneurship is right for them and how to choose the right business.
Business Plan Workshop A motivational program created to encourage and prepare new and seasoned entrepreneurs with the information they will need to start and sustain their business. Each person will learn how to prepare a business plan from scratch. Discussions and exercises will include topics on how to research, write, and market your business concept.
Start Your Entrepreneurial Venture Through Franchising Establishing a business from scratch may not be for everyone. Learn how the option of purchasing a franchise can work for you. Learn what a franchise is and what resources are available to you.
Establishing Financing For Your Business Have you been wondering how you are going to finance your dream of owning a small business? Come and learn what steps you must take to start your business on a good financial foundation. Learn when to start seeking financing, how and where to network, how your personal credit affects your dream, how to calculate your start up operating expenses and much more.
Business Certifications What certifications are available to women and minority-owned businesses? This course will cover city, state and federal certifications, with special emphasis on the distinctions and benefits of each. Learn how you can become a certified enterprise and become eligible to bid on contracts at all levels. Applications will be made available, and the application process will be discussed in detail, and assistance will be given for the completion of forms after the completion of the course.
Young Urban Entrepreneurs Program: ""I'm The BO$$!"" An Urban Youth Entrepreneurs Summer Program�An exciting, motivational program that encourages and prepares youth of all ages to start their own business. Youth will learn basic characteristics of successful entrepreneurs, risks and rewards of entrepreneurship, life skills (including budgeting and investing), the importance of the business plan, and steps on how to write a simple business plan.
After School Youth Program � The Business Center @ New Covenant Campus will expose students to valuable skills that translate into successful business ventures, better job opportunities, and enhanced real-world skills. The program will include lessons on ""What is an Entrepreneur?"", ""Creating a Business Plan"", and ""Life Skills Training."""
PA,"Indiana University of Pennsylvania
Center for Family Business",www.drcindy.com,"Focus: Youth ages 10 to 15

Abstract: ""The Buzz"" is the first and only educational program of its kind - a comprehensive series to teach entrepreneurial skills to children ages 10 - 15 through the use of television and the internet. Just recently, after five years in development, 13 episodes of The Buzz has been contracted to appear on the Starz Encore cable network's commercial-free children's channel, WAM, beginning January, 2002. The cable channel goes to 10 million homes nationwide and 80,000 schools through Cable to the Classroom.

A corresponding internet site will feature monthly newsletter for children, parents, and teachers and additional curriculum materials for classroom use. These will include other resources along with pre and post activities for each lesson along with vocabulary words. To encourage expanded usage, each episode is designed to meet the national social studies standards and the national economics standards. The entrepreneurial environment of a family business serves as the backdrop to study the issues.

Along the way the children learn new ""Buzzwords"", and gain exposure to teen entrepreneurs and business in other parts of the country and throughout the world. Throughout the adventure, the gang learns the importance of teamwork, dedication, and good business sense, all with a little help from their guide, creator, Dr. Cindy.

Dr. Cindy Iannarelli is the driving force behind the design, development, and continuing success of this project. At a very young age she learned many entrepreneurial skills helping in the family dry cleaning store. She saw that children could benefit from an entrepreneurial education early in life, and the value it would have on a child's choices throughout life.

She created the first business plan competition for teens in 1983 and the first seminar for entrepreneurial parents in 1984, and entrepreneurial camps in the early 90's when she served as the training coordinator at the Small Business Development Center. She then went on to consult with family businesses, speak at their trade meetings, and train their young children. Her work in the field led her to founding the Center for Family Business at Indiana University of Pennsylvania in 1995.

Her work with children has been recognized by many organizations including the Small Business Administration, The National Federation of Small Business, The Freedoms Foundation, The Family Firm Institute, and numerous media sources including The New York Times, Wall Street Journal, Nation's Business, and Entrepreneur Magazine."
PA,Northern Tier Regional Planning and Development Commission,www.northerntier.org,"Focus: To be a leader in developing people, businesses, and communities for a globally competitive region.

Geographic Area: Bradford, Sullivan, Susquehanna, Tioga and Wyoming counties

Abstract: Our mission is to help businesses expand their markets, generate employment, improve the local economy, and plan for the future development of the Northern Tier Region.

NTRPDC can help you with your:

Financing—Take advantage of low-interest loans from federal, state, and local programs. Leverage private funds and gain access to venture capital with business-planning and loan-packaging assistance.
Site Selection and Demographics—Find the ideal site for your business; then get hard facts on the surrounding areas, such as tax rates, crime rate, population, labor force, commuter patterns, and educational levels. Allow us to arrange a tour of the sites that meet your requirements
Job Training—Get financial assistance to develop and tailor your workforce. During the training process, a portion of your workers� wages is paid for, plus you can get customized job training to keep your business the technology forefront.
Marketing—Export, sell to the government, and take advantage of customized trade leads. Get assistance with market research and international trade opportunities. Network with other participants in Pennsylvania�s PA SourceNet (an Internet-based program) to expand your opportunities.
One-stop shopping at Northern Tier Regional Planning and Development Commission. We mean business and more of it!
Business financing, business planning, export development, government contracting, job training, site selection, demographics, resource center, infrastructure development, PA SourceNet, and seminars and workshops."
PA,"Northeastern Pennsylvania Alliance (NEPA)
Northeastern-Northern Tier Pennsylvania Entrepreneurial Network","www.pabizhelp.com 
www.usbizhelp.com","Geographic Area: Carbon, Lackawanna, Luzerne, Monroe, Pike, Schuylkill and Wayne


Northern Tier Regional Planning and Development Commission
Cynthia Krise, Northern Tier Information Technology Manager/Network Coordinator
312 Main Street
Towanda, PA 18848
Phone: 570-265-9103 or 1-888-868-8800
Fax: 570-265-7585
Email: krise@northerntier.org 
Entrepreneurial Network: www.pabizhelp.com

Geographic Area: Bradford, Sullivan, Susquehanna, Tioga and Wyoming counties

Focus: A partnership with two Local Development Districts offering on-line referrals to entrepreneurs for targeted business assistance and mentoring throughout their respective coverage areas.

Products and Services:

www.pabizhelp.com - an interactive website/database offering entrepreneurs located in the twelve- county area in Northeastern and Northern Tier Pennsylvania targeted referrals to assistance providers and mentors based on their identified business needs.
www.usbizhelp.com - a fee-based entrepreneur network support infrastructure available to communities interested in developing and implementing an Entrepreneurial Assistance Network.
Age Levels: Any individual needing assistance in starting or expanding a business.

Key Partners: economic development organizations, private sector business assistance providers and Small Business Development Centers.

Abstract: The Northeastern/Northern Tier Pennsylvania Entrepreneurial Network is an interactive website/database system of Virtual Offices where referrals are made and progress is tracked. The Network is an on-line service available 24/7."
PA,Pennsylvania REAL Enterprises,www.pareal.com,"Focus: Experiential entrepreneurship education for K–16

Geographic Area: Pennsylvania

Products and Services: Comprehensive professional development program for instructors (in-service seminars, site visits); experiential, activity-based entrepreneurship curricula with integrated technology and student workbooks for high school/post-secondary (""REAL Entrepreneurship"") and elementary/middle schools (""Mini/Middle REAL""); materials and support for establishing successful local and statewide programs; evaluation and documentation of student demographics, learning outcomes, and business development results; School-Based Enterprise module/training.

Age Level: Children (grades K–8), youths (grades 9–12), and adults of all ages

Key Partners: At the local level: entrepreneurs, small business assistance providers, and community development advocates through a community support team created by each local program. Organizational partners: TEAM Pennsylvania Foundation, REAL Enterprises

Abstract: Founded in the early 1980s, REAL Enterprises' mission is to help individuals, schools, communities, and rural America grow through hands-on entrepreneurship education. REAL is committed to preparing youths and adults to be active, self-sufficient, and productive citizens and effective contributors to community and economic development by creating and sustaining a national network of dynamic entrepreneurship educators supported by effective member organizations; providing high quality hands-on entrepreneurship curriculum and training for K–16 educators; advocating for experiential education and entrepreneurship; and documenting REAL's effectiveness for students and teachers. REAL serves and supports schools and teachers through nonprofit national and member organizations throughout the United States, six of which serve states in the ARC service region.

How it works: At the high school/post-secondary level, REAL guides students through the process of creating small businesses of their own design. The process includes:

Self-assessment to determine students' potential and existing marketable strengths.
Community analysis to identify needs and trends in the local economy.
Researching/writing a comprehensive business plan for a student's chosen enterprise.
start-up support for participants who choose to open and operate enterprises.
A community support team of entrepreneurs and others from the local community assists each local program. REAL has been successfully integrated into existing post-secondary degree/certificate programs and has demonstrated its ability to create successful businesses.
In elementary and middle schools, Mini/Middle REAL helps students explore entrepreneurship in the context of a fully functioning in-school community (with a ""Merchant's Mall,"" government, revenue, and court system), understand the economic implications of career and lifestyle choices, and apply entrepreneurial practices to school-based enterprises and community needs."
PA,"Ridley School District
Biz Buds: Learning Partners in Entrepreneurship",www.ridleysd.k12.pa.us,"Focus: Elementary, Grade 3 and High School Entrepreneurship Students

Abstract: Biz Buds is an active interdisciplinary partnership in Entrepreneurship. High School students and grade three students combined economics and entrepreneurship to produce a cookie jar product sold at Christmas. This thematic unit also includes language arts (reading and written language) math, decision making, and cooperative group work. The objective of the project was to have students acquire experience and construct knowledge in order to resolve the problem. Students discussed alternative solutions to the plans. Students performed a business alliance and worked together cooperatively. Students marketed and sold an innovative product. Students learned and applied customer service. Students improved communication skills through teaching or just having lunch with their ""buddies"". Students learned the importance of community charity.

We began with both groups of students reading together Max Malone Makes A Million, by Charlotte Herman. High School students formulated their teaching theory of economic principles for grade three. On the first visit, students were already familiar with their ""buddies"". Students wrote letters and exchanged pictures before the initial meeting. The initial visit was a teaching scenario of economics which taught the elementary students productive, natural, human, and capital resources. The high school student designed the product. The students had lunch together at the elementary school. A video called Ump Fwat was shown. Ump was the first cave man entrepreneur. After the first visit, the entire high school group did not attend. Specific teaching groups were sent. On the second visit, trade, scarcity, supply and demand were taught with the noticeable absence of the high school teacher. Lesson 3 taught market, customers, market survey, income, expenses, and profit. All the while the high school students went on a trip to do comparative pricing, and preparation for making the product. Both groups of students did marketing surveys and then they were compared.

The last lesson was marketing. Students learned from the high school students about target market, advertising etc. Finally, the banker arrived at the elementary school with his brief case, three piece suit, and three very well dressed high school students. This was a completely new personality, another business teacher with $500 in real cash!!! The students needed to get a loan. He was the man. The grade three students had to present a mini business plan, fill out a loan application, and make him understand why they needed money.

The next activity combined both classes. At the high school, the students prepared a division of labor activity in which we prepared 150 cookie mix jars in 1.5 hours. (including lunch in the high school cafeteria). But, the project was not over. Grade three now learned about the stock market and how companies need to go public to get additional monies. Then profits were calculated and donated to the school library."
